,LifeExpectancy,Adult Mortality,infant deaths,Alcohol
1699,69.4,166.0,0,0.0
1700,69.4,164.0,0,1.58
1701,69.2,166.0,0,1.67
1702,69.0,168.0,0,2.98
1703,68.9,169.0,0,1.89
1704,68.7,171.0,0,1.76
1705,68.5,172.0,0,2.06
1706,68.4,174.0,0,1.97
1707,68.2,175.0,0,1.64
1708,68.0,176.0,0,1.73
1709,67.9,178.0,0,1.9
1710,67.7,179.0,0,2.02
1711,67.5,18.0,0,3.15
1712,66.2,21.0,0,2.78
1713,67.2,183.0,0,2.82
1714,67.0,185.0,0,2.23
1715,0.0,0.0,0,0.01
1716,68.8,222.0,1,0.0
1717,68.4,225.0,1,0.01
1718,68.1,227.0,1,0.01
1719,67.8,231.0,1,0.01
1720,67.3,235.0,1,0.01
1721,66.3,25.0,1,5.8
1722,66.9,235.0,1,4.61
1723,67.4,225.0,2,4.26
1724,65.9,26.0,2,3.79
1725,65.0,271.0,2,2.91
1726,64.5,274.0,2,2.75
1727,64.0,284.0,2,1.75
1728,64.0,271.0,2,1.31
1729,63.8,263.0,2,2.43
1730,63.2,266.0,2,2.87
1731,62.8,274.0,2,2.79
1732,76.1,16.0,0,0.0
1733,75.9,17.0,0,0.01
1734,75.8,19.0,0,0.01
1735,75.6,11.0,0,0.01
1736,75.4,113.0,0,6.56
1737,75.3,115.0,0,6.56
1738,75.0,117.0,0,6.45
1739,74.6,121.0,0,6.17
1740,74.2,125.0,0,4.98
1741,73.8,13.0,0,5.38
1742,73.6,133.0,0,0.0
1743,73.5,134.0,0,0.01
1744,73.5,134.0,0,0.01
1745,73.4,136.0,0,0.01
1746,73.3,136.0,0,0.01
1747,73.0,144.0,0,0.01
1748,74.3,95.0,17,0.0
1749,74.1,96.0,18,0.43
1750,73.9,97.0,18,0.45
1751,73.6,99.0,19,0.55
1752,73.3,14.0,19,0.54
1753,72.8,11.0,20,0.56
1754,72.3,116.0,20,0.62
1755,71.8,123.0,21,0.51
1756,71.4,128.0,21,0.56
1757,71.0,133.0,22,0.58
1758,77.0,137.0,22,0.47
1759,72.0,142.0,23,0.56
1760,69.9,146.0,24,0.58
1761,69.5,15.0,25,0.46
1762,69.0,155.0,26,0.46
1763,68.6,16.0,27,0.45
1764,57.6,355.0,60,0.0
1765,56.7,375.0,61,0.01
1766,55.3,46.0,62,1.16
1767,54.8,48.0,64,1.19
1768,54.3,47.0,66,0.94
1769,54.0,47.0,69,0.96
1770,53.8,4.0,70,1.18
1771,53.2,45.0,72,1.48
1772,52.1,425.0,74,1.03
1773,51.2,434.0,78,1.2
1774,58.0,434.0,80,1.23
1775,54.0,429.0,82,1.54
1776,51.0,424.0,85,1.68
1777,49.8,416.0,87,2.16
1778,49.5,48.0,90,2.09
1779,49.0,43.0,93,1.14
1780,66.6,199.0,39,0.0
1781,66.4,21.0,40,0.01
1782,66.2,22.0,42,0.7
1783,65.9,25.0,44,0.55
1784,65.6,27.0,47,0.33
1785,65.4,29.0,49,0.3
1786,65.2,211.0,52,0.28
1787,59.2,296.0,59,0.3
1788,64.5,217.0,58,0.26
1789,64.2,22.0,61,0.28
1790,63.9,224.0,64,0.28
1791,63.5,228.0,66,0.44
1792,63.2,231.0,69,0.4
1793,62.8,235.0,71,0.41
1794,62.5,239.0,72,0.38
1795,62.1,243.0,73,0.35
1796,65.8,248.0,2,0.0
1797,65.9,242.0,2,0.01
1798,66.1,232.0,3,0.01
1799,65.8,232.0,3,0.01
1800,64.3,268.0,3,7.84
1801,63.0,299.0,3,7.58
1802,62.4,36.0,3,7.99
1803,61.7,317.0,3,6.28
1804,60.0,356.0,3,5.12
1805,57.0,431.0,3,4.94
1806,55.1,477.0,3,4.89
1807,54.7,483.0,3,4.8
1808,55.0,471.0,3,5.28
1809,55.7,452.0,3,5.09
1810,56.5,426.0,3,5.09
1811,57.4,41.0,3,5.73
1812,0.0,0.0,0,0.01
1813,69.2,165.0,17,0.0
1814,69.6,158.0,18,0.01
1815,69.3,162.0,19,0.27
1816,68.9,167.0,20,0.26
1817,68.4,172.0,22,0.27
1818,68.0,178.0,23,0.24
1819,67.5,183.0,25,0.22
1820,67.0,189.0,27,0.21
1821,66.6,194.0,29,0.2
1822,66.0,21.0,31,0.2
1823,65.4,28.0,33,0.2
1824,64.7,218.0,35,0.21
1825,64.3,22.0,38,0.2
1826,63.1,238.0,40,0.19
1827,63.2,23.0,43,0.09
1828,62.5,238.0,46,0.08
1829,81.9,57.0,1,0.0
1830,81.7,58.0,1,0.01
1831,81.4,6.0,1,8.68
1832,81.1,62.0,1,9.05
1833,81.1,63.0,1,8.96
1834,88.0,64.0,1,9.33
1835,86.0,65.0,1,9.23
1836,83.0,68.0,1,9.62
1837,82.0,68.0,1,9.53
1838,79.8,71.0,1,9.79
1839,79.4,72.0,1,9.69
1840,79.2,77.0,1,9.56
1841,78.7,8.0,1,9.56
1842,78.4,81.0,1,9.68
1843,78.3,82.0,1,9.95
1844,78.1,84.0,1,10.06
1845,81.6,66.0,0,8.7
1846,81.5,67.0,0,9.07
1847,81.3,69.0,0,9.18
1848,81.1,7.0,0,9.2
1849,86.0,72.0,0,9.47
1850,89.0,71.0,0,9.62
1851,85.0,73.0,0,9.24
1852,81.0,75.0,0,9.49
1853,81.0,76.0,0,9.19
1854,79.9,76.0,0,9.34
1855,79.9,78.0,0,9.31
1856,79.2,79.0,0,9.15
1857,79.1,82.0,0,8.91
1858,78.7,83.0,0,9.13
1859,78.5,83.0,0,8.75
1860,78.6,87.0,0,8.91
1861,74.8,145.0,2,0.0
1862,74.5,148.0,2,3.55
1863,73.9,157.0,2,3.58
1864,73.9,157.0,2,3.63
1865,74.5,147.0,3,3.39
1866,73.2,154.0,3,3.38
1867,73.2,163.0,3,3.36
1868,72.5,169.0,3,3.64
1869,72.5,173.0,3,3.83
1870,73.0,17.0,3,3.69
1871,71.2,194.0,3,3.7
1872,71.0,194.0,4,3.81
1873,76.0,198.0,4,3.77
1874,75.0,197.0,4,3.5
1875,73.0,193.0,4,3.51
1876,73.0,192.0,4,3.61
1877,61.8,22.0,49,0.0
1878,61.4,223.0,49,0.01
1879,69.0,227.0,49,0.01
1880,63.0,232.0,49,0.01
1881,59.4,241.0,50,0.15
1882,58.2,252.0,50,0.12
1883,57.1,263.0,51,0.11
1884,56.0,272.0,52,0.12
1885,55.2,276.0,53,0.1
1886,54.5,277.0,54,0.11
1887,53.7,278.0,55,0.11
1888,52.9,279.0,56,0.11
1889,52.1,28.0,56,0.1
1890,51.4,282.0,57,0.1
1891,56.0,283.0,57,0.11
1892,50.0,284.0,58,0.1
1893,54.5,344.0,483,0.0
1894,53.6,362.0,490,0.01
1895,53.2,367.0,498,8.3
1896,52.7,374.0,505,8.54
1897,52.3,375.0,513,8.75
1898,52.0,374.0,521,8.9
1899,51.6,376.0,527,9.05
1900,59.0,386.0,536,9.3
1901,55.0,388.0,542,9.55
1902,49.8,396.0,549,9.66
1903,49.2,4.0,556,9.71
1904,48.5,47.0,563,9.76
1905,48.1,41.0,567,9.75
1906,47.7,49.0,571,9.61
1907,47.4,48.0,574,9.58
1908,47.1,45.0,576,9.23
1909,0.0,0.0,0,0.01
1910,81.8,59.0,0,5.97
1911,81.6,61.0,0,6.06
1912,81.5,62.0,0,6.21
1913,81.3,61.0,0,6.21
1914,81.1,67.0,0,6.53
1915,81.0,66.0,0,6.59
1916,89.0,67.0,0,6.68
1917,86.0,67.0,0,6.75
1918,85.0,67.0,0,6.6
1919,84.0,7.0,0,6.47
1920,81.0,73.0,0,6.37
1921,79.8,77.0,0,6.22
1922,79.4,78.0,0,6.04
1923,78.9,81.0,0,5.89
1924,78.8,82.0,0,5.49
1925,78.5,85.0,0,5.67
1926,76.6,99.0,1,0.0
1927,76.4,11.0,1,0.4
1928,76.2,12.0,1,0.46
1929,76.0,14.0,1,0.51
1930,75.8,15.0,1,0.54
1931,75.6,16.0,1,0.56
1932,75.4,18.0,1,0.56
1933,75.2,19.0,1,0.57
1934,74.9,113.0,1,0.57
1935,74.7,115.0,1,0.58
1936,74.3,118.0,1,0.63
1937,74.0,122.0,1,0.61
1938,73.6,127.0,1,0.56
1939,73.3,13.0,1,0.54
1940,72.9,134.0,1,0.55
1941,72.6,138.0,1,0.38
1942,66.4,161.0,352,0.0
1943,66.2,162.0,359,0.01
1944,66.0,163.0,365,0.04
1945,65.7,165.0,369,0.04
1946,65.5,167.0,371,0.04
1947,65.1,172.0,372,0.04
1948,64.8,175.0,371,0.03
1949,64.6,177.0,369,0.03
1950,64.4,178.0,367,0.03
1951,64.2,179.0,365,0.03
1952,62.9,2.0,364,0.04
1953,63.7,183.0,364,0.01
1954,63.5,185.0,366,0.01
1955,63.2,187.0,371,0.01
1956,63.0,189.0,377,0.01
1957,62.8,19.0,385,0.02
1958,0.0,0.0,0,0.0
1959,77.8,118.0,1,0.0
1960,77.6,119.0,1,6.74
1961,77.5,118.0,1,6.89
1962,77.2,12.0,1,6.95
1963,77.3,121.0,1,6.9
1964,76.5,122.0,1,6.94
1965,76.8,127.0,1,6.87
1966,76.5,127.0,1,6.74
1967,76.4,124.0,1,6.16
1968,76.2,125.0,1,5.72
1969,75.8,122.0,1,5.53
1970,75.8,123.0,1,5.69
1971,75.5,126.0,1,5.52
1972,75.7,125.0,1,5.52
1973,75.5,124.0,2,5.43
1974,75.7,121.0,2,5.58
1975,62.9,275.0,10,0.0
1976,62.7,278.0,10,0.01
1977,62.4,281.0,10,0.01
1978,62.2,284.0,10,0.01
1979,62.0,285.0,10,0.88
1980,61.8,286.0,10,0.79
1981,61.6,288.0,11,0.82
1982,61.4,29.0,11,0.81
1983,61.1,295.0,11,0.71
1984,68.0,299.0,11,0.64
1985,64.0,37.0,11,0.84
1986,59.9,314.0,11,0.58
1987,59.6,321.0,11,0.59
1988,59.3,327.0,11,0.61
1989,59.1,331.0,11,0.68
1990,58.9,335.0,11,0.73
1991,74.0,146.0,2,0.0
1992,73.9,147.0,3,0.01
1993,73.8,148.0,3,5.03
1994,73.6,148.0,3,5.36
1995,73.4,15.0,3,5.79
1996,73.2,152.0,3,5.65
1997,73.0,155.0,3,5.39
1998,72.7,157.0,3,6.14
1999,72.5,159.0,3,5.61
2000,72.3,161.0,3,5.61
2001,72.1,163.0,3,6.38
2002,71.9,165.0,3,6.2
2003,71.7,166.0,4,6.64
2004,71.5,168.0,4,5.66
2005,71.2,17.0,4,6.66
2006,79.0,172.0,4,6.78
2007,75.5,123.0,8,0.0
2008,75.3,125.0,8,0.01
2009,75.3,125.0,8,5.38
2010,74.9,129.0,9,5.14
2011,74.5,133.0,9,4.83
2012,73.7,14.0,10,4.72
2013,73.8,14.0,10,4.69
2014,73.9,138.0,11,4.85
2015,74.0,133.0,11,4.29
2016,74.2,134.0,12,4.22
2017,72.8,148.0,13,4.44
2018,72.2,151.0,14,4.27
2019,72.1,152.0,15,4.5
2020,72.6,144.0,16,4.03
2021,72.4,142.0,17,4.22
2022,71.4,154.0,18,4.59
2023,68.5,211.0,52,0.0
2024,68.4,214.0,54,4.52
2025,68.1,219.0,55,4.61
2026,68.1,217.0,56,5.02
2027,68.0,218.0,57,4.96
2028,67.9,218.0,58,4.85
2029,68.0,219.0,59,4.42
2030,67.5,217.0,60,4.21
2031,67.5,216.0,62,4.19
2032,67.3,219.0,63,4.08
2033,67.0,223.0,65,4.22
2034,67.3,218.0,66,4.45
2035,67.2,217.0,67,4.44
2036,66.8,221.0,68,4.42
2037,66.8,221.0,68,4.54
2038,66.8,219.0,69,4.73
2039,77.5,117.0,2,0.0
2040,77.3,12.0,2,10.71
2041,77.1,12.0,2,11.63
2042,76.8,125.0,2,10.81
2043,76.7,128.0,2,10.93
2044,76.3,13.0,2,10.59
2045,75.7,136.0,2,10.7
2046,75.5,14.0,2,11.4
2047,75.3,144.0,2,10.9
2048,75.2,144.0,2,10.4
2049,75.0,144.0,2,9.5
2050,74.9,143.0,2,9.19
2051,74.7,142.0,3,9.06
2052,74.5,145.0,3,8.02
2053,74.2,149.0,3,7.74
2054,73.7,153.0,3,8.4
2055,81.1,76.0,0,0.0
2056,89.0,78.0,0,9.88
2057,86.0,79.0,0,10.0
2058,83.0,81.0,0,11.96
2059,82.0,85.0,0,11.92
2060,79.6,88.0,0,12.25
2061,79.3,9.0,0,12.03
2062,79.0,92.0,0,12.35
2063,78.7,94.0,0,12.57
2064,78.5,96.0,0,13.11
2065,77.7,11.0,0,13.33
2066,78.0,99.0,0,13.45
2067,77.3,15.0,0,14.21
2068,77.2,17.0,1,12.0
2069,76.9,11.0,1,12.22
2070,76.6,11.0,1,11.89
2071,78.2,68.0,0,0.0
2072,78.1,69.0,0,1.15
2073,77.9,7.0,0,1.2
2074,77.8,72.0,0,1.13
2075,77.5,74.0,0,1.16
2076,77.3,76.0,0,1.16
2077,77.0,79.0,0,1.11
2078,76.8,82.0,0,1.37
2079,76.7,83.0,0,1.24
2080,76.6,83.0,0,1.28
2081,76.6,84.0,0,1.18
2082,76.6,84.0,0,1.11
2083,76.5,85.0,0,1.0
2084,76.4,85.0,0,0.87
2085,76.3,87.0,0,0.76
2086,76.2,88.0,0,0.5
2087,82.3,64.0,1,0.0
2088,82.0,66.0,1,0.01
2089,81.7,68.0,1,9.33
2090,81.2,69.0,1,9.56
2091,81.1,72.0,2,9.34
2092,87.0,74.0,2,9.23
2093,86.0,75.0,2,8.97
2094,83.0,75.0,2,9.31
2095,79.8,77.0,2,9.05
2096,79.4,79.0,2,8.83
2097,78.7,84.0,2,9.03
2098,78.2,89.0,3,9.18
2099,77.6,95.0,3,9.66
2100,77.1,99.0,3,9.55
2101,76.7,17.0,3,11.45
2102,76.0,116.0,4,10.33
2103,72.1,157.0,1,0.0
2104,71.8,162.0,1,9.99
2105,71.7,163.0,1,10.49
2106,79.0,175.0,1,10.68
2107,77.0,177.0,1,9.45
2108,68.8,219.0,1,8.25
2109,69.0,218.0,1,8.45
2110,68.9,228.0,1,9.07
2111,68.3,237.0,1,9.66
2112,68.0,242.0,1,8.36
2113,67.3,248.0,1,10.78
2114,68.0,225.0,1,12.27
2115,67.6,226.0,1,8.15
2116,67.5,225.0,1,6.71
2117,67.6,228.0,1,10.98
2118,67.1,235.0,1,9.89
2119,75.0,133.0,2,0.0
2120,74.8,135.0,2,0.01
2121,74.6,138.0,2,9.59
2122,74.4,138.0,2,9.58
2123,74.3,139.0,2,9.1
2124,73.4,153.0,2,9.0
2125,73.1,158.0,2,10.4
2126,73.1,159.0,2,11.9
2127,72.9,154.0,3,10.6
2128,72.5,157.0,3,8.51
2129,71.9,162.0,3,7.68
2130,71.7,165.0,4,9.82
2131,71.1,174.0,4,8.78
2132,77.0,178.0,4,9.62
2133,78.0,179.0,4,9.78
2134,77.0,175.0,4,10.16
2135,75.0,222.0,13,0.0
2136,73.0,225.0,13,10.12
2137,70.0,229.0,14,10.58
2138,69.6,237.0,14,10.99
2139,69.4,242.0,14,11.04
2140,68.4,256.0,15,11.05
2141,68.2,261.0,15,11.21
2142,67.5,278.0,16,12.04
2143,67.3,282.0,16,12.19
2144,66.4,3.0,17,11.79
2145,65.0,327.0,18,11.57
2146,64.9,321.0,19,11.5
2147,64.6,322.0,20,11.32
2148,64.8,313.0,20,10.87
2149,65.1,38.0,21,10.47
2150,65.0,37.0,22,10.18
2151,66.1,227.0,11,0.0
2152,65.7,23.0,12,0.01
2153,65.2,233.0,12,0.01
2154,64.6,239.0,13,0.01
2155,63.8,247.0,14,8.34
2156,62.8,26.0,16,7.92
2157,61.0,288.0,17,7.11
2158,68.0,282.0,18,6.39
2159,59.6,295.0,20,6.78
2160,57.6,328.0,22,6.88
2161,55.3,37.0,24,7.01
2162,53.4,397.0,26,6.75
2163,52.0,48.0,29,6.66
2164,57.0,415.0,31,7.82
2165,48.6,438.0,33,5.72
2166,48.3,426.0,34,7.13
2167,0.0,0.0,0,8.54
2168,75.2,138.0,0,0.0
2169,75.0,139.0,0,9.97
2170,74.8,141.0,0,9.73
2171,74.7,142.0,0,9.99
2172,74.6,143.0,0,10.43
2173,74.2,147.0,0,10.87
2174,74.3,147.0,0,11.09
2175,74.1,149.0,0,12.09
2176,73.9,151.0,0,12.68
2177,73.5,155.0,0,13.45
2178,73.1,16.0,0,12.32
2179,72.6,166.0,0,11.93
2180,72.2,171.0,0,12.55
2181,72.0,174.0,0,11.85
2182,71.8,178.0,0,12.03
2183,71.6,183.0,0,11.69
2184,73.2,156.0,0,0.0
2185,73.1,157.0,0,7.01
2186,72.7,161.0,0,7.07
2187,72.8,159.0,0,6.93
2188,72.7,16.0,0,7.02
2189,72.5,162.0,0,7.0
2190,72.3,165.0,0,6.85
2191,72.1,167.0,0,6.92
2192,71.9,17.0,0,5.89
2193,71.7,173.0,0,5.93
2194,71.4,177.0,0,6.04
2195,71.2,181.0,0,5.42
2196,71.0,184.0,0,5.1
2197,79.0,186.0,0,4.94
2198,79.0,186.0,0,4.73
2199,79.0,186.0,0,4.8
2200,74.0,125.0,0,0.0
2201,73.8,128.0,0,0.01
2202,73.6,131.0,0,0.01
2203,73.2,136.0,0,0.01
2204,73.0,139.0,0,2.15
2205,72.6,144.0,0,3.01
2206,76.0,172.0,0,2.88
2207,72.5,146.0,0,3.97
2208,72.2,149.0,0,3.85
2209,72.0,153.0,0,3.52
2210,71.6,16.0,0,3.63
2211,71.4,162.0,0,3.62
2212,79.0,169.0,0,4.17
2213,76.0,174.0,0,3.3
2214,75.0,175.0,0,3.43
2215,72.0,18.0,0,3.0
2216,0.0,0.0,0,0.01
2217,67.5,19.0,0,0.0
2218,67.3,191.0,0,0.01
2219,67.1,192.0,0,0.01
2220,66.9,194.0,0,0.01
2221,66.6,198.0,0,5.69
2222,66.2,24.0,0,5.58
2223,65.8,21.0,0,4.13
2224,65.4,215.0,0,4.36
2225,65.1,217.0,0,4.14
2226,64.7,22.0,0,5.46
2227,64.3,222.0,0,5.27
2228,63.8,224.0,0,5.78
2229,63.4,225.0,0,6.54
2230,63.1,226.0,0,5.8
2231,62.8,225.0,0,5.02
2232,62.6,224.0,0,5.07
2233,74.5,88.0,7,0.0
2234,74.4,88.0,7,0.09
2235,74.3,89.0,8,0.09
2236,74.1,9.0,8,0.09
2237,73.9,92.0,8,0.09
2238,73.7,94.0,8,0.09
2239,73.4,97.0,8,0.09
2240,73.3,98.0,9,0.09
2241,73.2,99.0,9,0.1
2242,73.2,1.0,9,0.08
2243,73.1,11.0,9,0.05
2244,73.1,12.0,9,0.06
2245,73.0,13.0,9,0.05
2246,72.9,15.0,10,0.05
2247,72.8,17.0,10,0.05
2248,72.6,11.0,10,0.05
2249,66.7,188.0,19,0.0
2250,66.4,192.0,19,0.26
2251,66.0,196.0,20,0.26
2252,65.6,2.0,20,0.28
2253,64.9,26.0,20,0.32
2254,64.3,212.0,21,0.28
2255,63.5,219.0,21,0.3
2256,62.8,225.0,22,0.28
2257,62.1,23.0,22,0.32
2258,61.3,236.0,23,0.34
2259,65.0,242.0,23,0.33
2260,59.7,247.0,24,0.35
2261,59.0,251.0,25,0.33
2262,58.4,252.0,25,0.36
2263,57.9,251.0,26,0.34
2264,57.5,25.0,27,0.29
2265,75.6,121.0,1,0.0
2266,75.4,123.0,1,9.09
2267,75.3,122.0,1,9.16
2268,74.9,126.0,1,9.38
2269,74.6,127.0,1,9.56
2270,74.4,128.0,1,9.65
2271,74.1,131.0,1,9.85
2272,74.0,132.0,1,9.54
2273,73.8,132.0,1,9.3
2274,73.6,133.0,1,8.58
2275,73.0,135.0,1,9.6
2276,73.0,134.0,1,7.42
2277,73.0,134.0,1,7.25
2278,72.9,133.0,1,6.95
2279,73.1,135.0,1,7.53
2280,72.6,141.0,1,7.38
2281,73.2,168.0,0,0.0
2282,73.0,17.0,0,0.01
2283,72.9,172.0,0,0.01
2284,72.7,174.0,0,0.01
2285,72.6,177.0,0,9.72
2286,72.4,18.0,0,6.51
2287,72.3,182.0,0,4.94
2288,72.2,184.0,0,6.33
2289,72.2,185.0,0,8.12
2290,72.2,185.0,0,8.12
2291,72.2,185.0,0,7.82
2292,72.1,186.0,0,7.91
2293,72.1,185.0,0,7.41
2294,72.1,186.0,0,11.15
2295,72.0,187.0,0,6.72
2296,71.8,188.0,0,8.24
2297,51.0,413.0,22,0.0
2298,48.1,463.0,23,0.01
2299,54.0,47.0,23,0.01
2300,49.7,411.0,25,0.01
2301,48.9,418.0,26,3.78
2302,48.1,424.0,27,3.84
2303,47.1,433.0,28,3.97
2304,46.2,441.0,29,3.91
2305,45.3,45.0,29,3.86
2306,44.3,464.0,30,3.8
2307,43.3,48.0,30,3.83
2308,42.3,496.0,30,3.99
2309,41.5,57.0,30,4.07
2310,48.0,513.0,30,4.06
2311,41.0,519.0,30,4.21
2312,39.0,533.0,29,3.97
2313,83.1,55.0,0,1.79
2314,82.9,56.0,0,1.83
2315,82.7,57.0,0,1.83
2316,82.5,59.0,0,1.89
2317,82.2,6.0,0,1.8
2318,82.0,61.0,0,1.84
2319,81.7,62.0,0,1.73
2320,81.4,64.0,0,1.7
2321,81.1,65.0,0,1.6
2322,87.0,66.0,0,1.55
2323,82.0,69.0,0,1.49
2324,79.7,71.0,0,1.45
2325,79.3,73.0,0,1.43
2326,79.0,74.0,0,2.16
2327,78.7,76.0,0,2.08
2328,78.3,78.0,0,2.03
2329,76.7,19.0,0,0.0
2330,76.4,113.0,0,10.6
2331,76.1,114.0,0,9.89
2332,75.8,118.0,0,10.12
2333,75.6,122.0,0,10.24
2334,75.1,124.0,0,10.13
2335,75.0,131.0,0,10.63
2336,74.7,136.0,0,11.37
2337,74.4,14.0,0,10.58
2338,74.3,138.0,0,10.28
2339,74.0,141.0,0,10.81
2340,74.1,138.0,0,10.03
2341,73.8,144.0,0,9.85
2342,73.7,145.0,0,10.78
2343,73.3,145.0,0,10.73
2344,73.0,147.0,0,11.06
2345,88.0,74.0,0,0.0
2346,87.0,76.0,0,10.46
2347,85.0,78.0,0,9.53
2348,82.0,81.0,0,10.95
2349,79.8,84.0,0,10.61
2350,79.5,87.0,0,10.32
2351,79.1,9.0,0,10.52
2352,78.9,96.0,0,10.94
2353,78.3,12.0,0,11.02
2354,78.1,17.0,0,12.26
2355,77.5,14.0,0,11.14
2356,77.2,113.0,0,10.0
2357,76.5,119.0,0,11.58
2358,76.6,117.0,0,9.29
2359,76.2,124.0,0,10.8
2360,76.0,122.0,0,11.9
2361,69.2,177.0,0,0.0
2362,68.8,183.0,0,0.01
2363,68.8,182.0,0,0.01
2364,68.7,184.0,0,0.01
2365,68.5,186.0,0,0.99
2366,68.3,188.0,0,1.1
2367,68.1,192.0,0,1.21
2368,68.0,193.0,0,1.09
2369,67.6,2.0,0,0.85
2370,67.6,2.0,0,0.99
2371,67.4,24.0,0,0.9
2372,67.1,29.0,0,1.18
2373,66.8,215.0,0,1.18
2374,66.5,22.0,0,1.08
2375,66.2,227.0,0,0.7
2376,65.8,235.0,0,0.71
2377,55.0,312.0,50,0.0
2378,54.3,321.0,51,0.01
2379,54.2,318.0,51,0.01
2380,53.1,336.0,51,0.01
2381,53.1,329.0,51,0.01
2382,52.4,336.0,52,0.01
2383,52.2,335.0,52,0.01
2384,51.9,336.0,52,0.01
2385,51.5,34.0,52,0.01
2386,51.5,337.0,51,0.01
2387,51.6,334.0,50,0.01
2388,51.2,341.0,49,0.01
2389,51.1,344.0,48,0.01
2390,58.0,348.0,47,0.01
2391,57.0,352.0,46,0.01
2392,55.0,355.0,45,0.01
2393,62.9,328.0,42,0.0
2394,62.0,347.0,42,7.38
2395,69.0,371.0,43,7.34
2396,59.2,48.0,43,7.38
2397,58.9,413.0,43,7.38
2398,58.0,428.0,43,7.28
2399,56.5,449.0,46,7.6
2400,55.3,473.0,50,8.19
2401,54.5,486.0,51,8.48
2402,54.0,496.0,54,8.5
2403,53.8,498.0,55,8.69
2404,53.7,497.0,55,6.96
2405,54.0,485.0,55,6.93
2406,54.9,459.0,54,7.04
2407,56.0,429.0,52,7.38
2408,57.3,397.0,51,7.3
2409,57.3,332.0,26,0.0
2410,56.6,343.0,26,0.0
2411,56.4,345.0,26,0.0
2412,56.0,347.0,26,0.0
2413,55.4,355.0,27,0.0
2414,55.0,359.0,27,0.0
2415,54.3,369.0,27,0.0
2416,53.6,377.0,27,0.0
2417,53.1,381.0,27,0.0
2418,52.5,383.0,28,0.0
2419,51.9,383.0,28,0.0
2420,51.4,383.0,29,0.0
2421,58.0,383.0,29,0.0
2422,52.0,382.0,30,0.0
2423,49.6,381.0,30,0.0
2424,48.9,38.0,31,0.0
2425,82.8,56.0,1,0.0
2426,82.6,58.0,1,0.01
2427,82.4,6.0,1,9.25
2428,82.0,61.0,1,9.35
2429,82.1,63.0,1,9.62
2430,81.9,64.0,1,9.78
2431,81.6,66.0,2,9.99
2432,81.3,7.0,2,10.24
2433,89.0,72.0,2,11.05
2434,88.0,73.0,2,11.86
2435,81.0,77.0,2,11.92
2436,81.0,79.0,2,11.96
2437,79.4,83.0,2,12.09
2438,79.5,83.0,2,12.26
2439,79.4,84.0,2,9.86
2440,79.1,86.0,2,11.12
2441,74.9,138.0,3,0.0
2442,74.7,141.0,3,2.37
2443,74.6,142.0,3,2.56
2444,74.5,143.0,3,2.8
2445,74.5,141.0,3,3.03
2446,74.5,138.0,3,2.31
2447,71.8,183.0,4,2.05
2448,72.3,172.0,4,2.1
2449,73.7,146.0,4,2.29
2450,73.8,145.0,4,1.96
2451,74.2,138.0,4,1.97
2452,69.1,197.0,6,1.56
2453,73.9,146.0,5,1.69
2454,73.7,149.0,5,1.62
2455,72.7,16.0,5,1.68
2456,71.5,175.0,5,1.45
2457,64.1,225.0,58,0.0
2458,63.8,229.0,59,0.01
2459,63.5,232.0,60,0.01
2460,63.2,235.0,61,0.01
2461,62.7,241.0,61,2.12
2462,62.5,243.0,62,1.77
2463,62.0,248.0,63,1.99
2464,61.8,251.0,64,2.01
2465,61.4,254.0,65,2.01
2466,61.0,26.0,66,1.9
2467,67.0,261.0,66,1.55
2468,59.7,278.0,68,1.59
2469,59.6,278.0,69,1.74
2470,59.4,277.0,70,1.59
2471,58.9,283.0,71,1.81
2472,58.6,284.0,71,1.76
2473,71.6,176.0,0,0.0
2474,71.4,178.0,0,6.32
2475,71.2,179.0,0,6.02
2476,71.3,178.0,0,5.73
2477,76.0,187.0,0,5.64
2478,73.0,19.0,0,5.26
2479,70.0,196.0,0,5.13
2480,69.8,196.0,0,4.94
2481,69.5,22.0,0,4.72
2482,69.3,199.0,0,4.52
2483,68.9,25.0,0,4.47
2484,68.3,214.0,0,4.55
2485,68.0,223.0,0,4.53
2486,67.9,221.0,0,4.41
2487,67.7,219.0,0,4.23
2488,67.4,224.0,0,4.29
2489,58.9,373.0,2,0.0
2490,58.4,382.0,2,0.01
2491,57.6,393.0,2,0.01
2492,56.5,412.0,2,0.01
2493,55.0,438.0,2,5.2
2494,53.6,459.0,2,4.93
2495,52.6,46.0,3,4.9
2496,51.4,477.0,3,4.87
2497,50.0,51.0,3,5.55
2498,47.8,564.0,3,5.53
2499,46.0,63.0,3,5.08
2500,45.6,69.0,3,5.78
2501,45.9,6.0,3,5.65
2502,46.4,587.0,3,5.52
2503,47.1,568.0,3,6.72
2504,48.4,536.0,3,7.19
2505,82.4,53.0,0,0.0
2506,82.3,54.0,0,7.3
2507,81.9,57.0,0,7.3
2508,81.7,57.0,0,7.4
2509,81.7,58.0,0,7.4
2510,81.5,58.0,0,7.2
2511,81.4,62.0,0,7.3
2512,81.1,62.0,0,6.9
2513,89.0,63.0,0,6.9
2514,88.0,64.0,0,6.5
2515,85.0,66.0,0,6.5
2516,83.0,7.0,0,6.6
2517,82.0,69.0,0,6.9
2518,79.9,71.0,0,6.9
2519,79.8,73.0,0,6.6
